file_name,file_urls,files
"Светильник настенно-потолочный светодиодный Inspire Frame, 8 м², нейтральный белый свет, цвет белый","https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/85048577_tmp.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/85048577_tmp_01.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/85048577_tmp_02.jpg","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/85048577_tmp.jpg', 'path': 'full/0a398e6e57bc733589e3713f5bed9735a8b6479e.jpg', 'checksum': 'cc4fc1749366604c74e5b66b138b940c', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/85048577_tmp_01.jpg', 'path': 'full/3b653eb748197970293b8be8f5bbb3fe5a34ee15.jpg', 'checksum': '73ce956465b56b489980ba6d31decd9f', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/85048577_tmp_02.jpg', 'path': 'full/3a75dab1f8ca391dda077fafb2a8bee3c48c7d02.jpg', 'checksum': '64bd8331ba91bba1511aed21807e347c', 'status': 'uptodate'}]","[{'Максимальная площадь освещения (в м²)': '8.0', 'Коллекция для публикации': 'Frame', 'Минимальный диаметр отверстия в потолке (в мм)': '2.0', 'Диаметр (см)': '26.0', 'Габариты (ДхШхВ), см': '26.0×26.0×8.5', 'Длина (см)': '26.0', 'Ширина (см)': '26.0', 'Высота (см)': '8.5', 'Вес, кг': '0.305', 'Напряжение (В)': '220-240', 'Тип цоколя': 'Встроенные светодиоды', 'Мощность (Вт)': '12.0', 'Световой поток (Лм)': '1020.0', 'Температура цвета (в K)': '4000', 'Цвет освещения': 'Нейтральный белый', 'Функции': 'Отсутствует', 'Особенности продукта': 'Отсутствует', 'Управление устройством': 'Настенный переключатель', 'Степень защиты от пыли и воды (IP)': 'IP20', 'Материал плафонов/абажура': 'Пластик', 'Дополнительный материал': 'Металл', 'Цветовая палитра': 'Белый', 'Основной материал': 'Пластик', 'Цвет основания': 'Белый', 'Материал конструкции': 'Металл', 'Цвет плафонов/абажура': 'Белый', 'Стиль': 'Дизайнерский', 'Марка': 'INSPIRE', 'Модель продукта': 'FRAME', 'Страна производства': 'Китай', 'Гарантия (лет)': '3', 'Подходит для натяжного потолка': 'Да', 'Состав комплекта': 'светильник, крепление'}]"
"Лампа светодиодная Lexman E27 220 В 12 Вт груша матовая 1521 лм, белый свет","https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82456307.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82456307_01.jpg","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82456307.jpg', 'path': 'full/2b9abc95dbfbe5f75c4d0b0ceb846d88414d790e.jpg', 'checksum': '78497b50bb4d88fa13764098532ee048', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82456307_01.jpg', 'path': 'full/aa87a2a743f3faeb9d21dd6414d2330bafe0cf2a.jpg', 'checksum': 'c9acb666dd16f11c03f275af7812e459', 'status': 'uptodate'}]","[{'Тип цоколя': 'E27', 'Мощность (Вт)': '12.0', 'Аналог лампы накаливания (Вт)': '120', 'Тип продукта': 'Лампочка', 'Технология': 'Светодиодный (LED)', 'Напряжение (В)': '220-240', 'Цвет освещения': 'Нейтральный белый', 'Температура цвета (в K)': '4000', 'Индекс цветопередачи (CRI)': '80', 'Максимальная площадь освещения (в м²)': '6.0', 'Световой поток (Лм)': '1521', 'Угол свечения (°)': '220.0', 'Управление устройством': 'Настенный переключатель', 'Особенности продукта': 'Отсутствует', 'Форма лампочки': 'Груша', 'Отделка стекла': 'Матовый', 'Основной материал': 'Пластик', 'Диаметр (мм)': '60', 'Гарантия (лет)': '3', 'Высота (мм)': '107.0', 'Срок службы (ч)': '25000.0', 'Максимальное количество включений / выключений': '20000', 'Марка': 'LEXMAN', 'Модель продукта': 'A60-3 12W40E27R', 'Страна производства': 'Китай'}]"
"Светильник светодиодный 8 Вт 700 Лм 572 мм, IP20","https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18551231.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18551231_01.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18551231_02.jpg","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18551231.jpg', 'path': 'full/9783f18f178e80c43d82f8d76b4084142f00b048.jpg', 'checksum': 'eef7278b6c16b2e4d5141237011dc37b', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18551231_01.jpg', 'path': 'full/e36fe459b0dbbdb8a060b5f83202bed11f6ec316.jpg', 'checksum': '2132d4e432b0aeda8e195b09bf1a3140', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18551231_02.jpg', 'path': 'full/2985e68d6856bba341264bcb7173e4bdd1027c1d.jpg', 'checksum': '39625a4d5140041a3a39908409ce7fec', 'status': 'uptodate'}]","[{'Габариты (ДхШхВ), мм': '572.0×22.0×33.0', 'Длина (мм)': '572.0', 'Ширина (мм)': '22.0', 'Высота (мм)': '33.0', 'Вес нетто (кг)': '0.164', 'Место для установки': 'Стена', 'Тип монтажа': 'Для крепления', 'Источник питания': 'Электрическое подключение', 'Напряжение (В)': '220', 'Тип цоколя': 'Встроенные светодиоды', 'Мощность (Вт)': '8.0', 'Световой поток (Лм)': '700.0', 'Цвет освещения': 'Нейтральный белый', 'Температура цвета (в K)': '4000', 'Цветовая палитра': 'Белый', 'Основной материал': 'Металл / пластик', 'Функции': 'Отсутствует', 'Особенности продукта': 'Отсутствует', 'Датчик движения': 'Нет', 'Степень защиты от пыли и воды (IP)': 'IP20', 'Марка': 'ЭРА', 'Страна производства': 'Китай', 'Гарантия (лет)': '0'}]"
"Лампа светодиодная Lexman E27 220 В 6.6 Вт шар матовая 806 лм, белый свет","https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82456631.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82456631_01.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82456631_02.jpg","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82456631.jpg', 'path': 'full/116ead47dec37b68f462f9da4ecbb32b8b7c137b.jpg', 'checksum': '35af6639f7cae52c7b11b103ab51ef45', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82456631_01.jpg', 'path': 'full/4134dc0da207120eacb0e4f7814d0174b5d4f53a.jpg', 'checksum': 'a4feb1adf603a92be0e3fd712f0e35e6', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82456631_02.jpg', 'path': 'full/8a1328a46f0bac400823cc4eeed9f16adbb1ed3c.jpg', 'checksum': '16db3820e4b9f5351a4a3c85a4cbf919', 'status': 'uptodate'}]","[{'Тип цоколя': 'E27', 'Мощность (Вт)': '7.2', 'Аналог лампы накаливания (Вт)': '60', 'Тип продукта': 'Лампочка', 'Технология': 'Светодиодный (LED)', 'Напряжение (В)': '220-240', 'Цвет освещения': 'Нейтральный белый', 'Температура цвета (в K)': '4000', 'Индекс цветопередачи (CRI)': '80', 'Максимальная площадь освещения (в м²)': '3.0', 'Световой поток (Лм)': '806.0', 'Угол свечения (°)': '220.0', 'Управление устройством': 'Настенный переключатель', 'Особенности продукта': 'Отсутствует', 'Форма лампочки': 'Шар малый', 'Отделка стекла': 'Матовый', 'Основной материал': 'Пластик', 'Диаметр (мм)': '45.0', 'Гарантия (лет)': '3', 'Высота (мм)': '84.0', 'Срок службы (ч)': '10000.0', 'Максимальное количество включений / выключений': '5000', 'Марка': 'LEXMAN', 'Модель продукта': '9cSA-P806ST-A1-02', 'Страна производства': 'Китай'}]"
"Лампа светодиодная Lexman GU5.3 7.5 Вт спот матовая 670 лм, тёплый белый свет","https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82431440.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82431440_01.jpg","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82431440.jpg', 'path': 'full/dc71eab07a8c709a11804578349e8dc56e96dd3d.jpg', 'checksum': '5898fde71fa24e4814028e12c7c6343b', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82431440_01.jpg', 'path': 'full/18528eb56cecfac8524a42134d58a674461c5cab.jpg', 'checksum': '7a1e23a4846d73c786ea314dabf6f82f', 'status': 'uptodate'}]","[{'Тип цоколя': 'GU5.3', 'Мощность (Вт)': '7.5', 'Аналог лампы накаливания (Вт)': '45', 'Тип продукта': 'Лампочка', 'Технология': 'Светодиодный (LED)', 'Напряжение (В)': '220-240', 'Цвет освещения': 'Теплый белый (желтый)', 'Температура цвета (в K)': '2700', 'Индекс цветопередачи (CRI)': '80', 'Максимальная площадь освещения (в м²)': '2.0', 'Световой поток (Лм)': '670.0', 'Угол свечения (°)': '100.0', 'Управление устройством': 'Настенный переключатель', 'Особенности продукта': 'Отсутствует', 'Форма лампочки': 'Спот', 'Отделка стекла': 'Матовый', 'Основной материал': 'Пластик', 'Диаметр (мм)': '50.0', 'Гарантия (лет)': '3', 'Высота (мм)': '45.0', 'Срок службы (ч)': '10000.0', 'Максимальное количество включений / выключений': '5000', 'Марка': 'LEXMAN', 'Модель продукта': '9cSA-M650ST-QA-01', 'Страна производства': 'Китай'}]"
"Прожектор светодиодный уличный SDO1-30-6К PRO 30 Вт 6500K IP55, холодный белый свет","https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/88110394_tmp.jpg","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/88110394_tmp.jpg', 'path': 'full/b64437a35bc458ebd697d202ec59a1ea26813ebb.jpg', 'checksum': '2e72ce4db35d50ce42218fbd6ca7a22a', 'status': 'uptodate'}]","[{'Тип продукта': 'Прожектор светодиодный', 'Цвет освещения': 'Холодный белый (голубой)', 'Температура цвета (в K)': '6500', 'Световой поток (Лм)': '2550.0', 'Тип цоколя': 'Встроенные светодиоды', 'Напряжение (В)': '220-240', 'Степень защиты от пыли и воды (IP)': 'IP55', 'Минимальная температура применения (°C)': '-25.0', 'Максимальная температура применения (°C)': '45.0', 'Ширина (см)': '2.8', 'Высота (см)': '9.0', 'Глубина (см)': '11.8', 'Вес, кг': '0.25', 'Цветовая палитра': 'Черный', 'Основной материал': 'Металл', 'Функции': 'Отсутствует', 'Марка': 'RITTER', 'Модель продукта': 'SDO1-30-6К PRO', 'Гарантия (лет)': '2', 'Страна производства': 'Китай'}]"
"Люстра потолочная Jlight Kira 3122/4C, 4 лампы, 12 м², цвет серый/черный","https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588701_tmp.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588701_tmp_01.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588701_tmp_02.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588701_tmp_03.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588701_tmp_04.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588701_tmp_05.jpg","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588701_tmp.jpg', 'path': 'full/807621734e54b140ba3ec9b26bf9073e3538a512.jpg', 'checksum': '1417b5ffa438a1698c024596f89f2bb0', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588701_tmp_01.jpg', 'path': 'full/6f53711265532e146d2535386b96b64467f37558.jpg', 'checksum': '55e8b8a40a1fb42ddd6e03c3e8ccaf02', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588701_tmp_02.jpg', 'path': 'full/86e279f64757014fac3e89716ed1d01597a2926d.jpg', 'checksum': '5eddf680779922a8d2b2a507f8f83899', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588701_tmp_03.jpg', 'path': 'full/ec0cf1c9ead62b5e6e74fa4a1c0df847d4c08f90.jpg', 'checksum': '56f7bc9ba844ff3fa0c1f6cb8faab1a1', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588701_tmp_04.jpg', 'path': 'full/c55532cfdff77b6205d943c7fea915c34fd5d88f.jpg', 'checksum': '620dccb521d26931be34464387dad158', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588701_tmp_05.jpg', 'path': 'full/d16ab880938c84350df323a5f21a9aa91f85b16f.jpg', 'checksum': '6ef01f47330c5ec2313281a10ad06d27', 'status': 'uptodate'}]","[{'Максимальная площадь освещения (в м²)': '12.0', 'Коллекция для публикации': 'KIRA', 'Тип крепления': 'Планка', 'Минимальный диаметр отверстия в потолке (в мм)': '50.0', 'Диаметр потолочной чашки (см)': '8.0', 'Габариты (ДхШхВ), см': '52.0×40.0×23.5', 'Высота (см)': '23.5', 'Подходит для низкого потолка (до 2,5 м)': 'Да', 'Ширина (см)': '40.0', 'Длина (см)': '52.0', 'Вес, кг': '1.8', 'Напряжение (В)': '220', 'Тип цоколя': 'E27', 'Совместимый тип лампы': 'Галогенный, Люминесцентный, Накаливания, Светодиодный (LED), Филаментный (LED)', 'Количество лампочек': '4', 'Форма подходящей лампочки': 'Груша, Свеча, Свеча на ветру, Спираль, Шар', 'Максимально допустимая мощность лампы (Вт)': '60', 'Количество плафонов или абажуров': '4', 'Направление плафона или абажура': 'В сторону', 'Регулировка направления плафона или абажура': 'Нет', 'Цвет плафонов/абажура': 'Серый', 'Основной материал': 'Металл', 'Материал конструкции': 'Металл', 'Цвет основания': 'Черный', 'Эффект материала основы': 'Глянцевый', 'Материал плафонов/абажура': 'Стекло', 'Стиль': 'Дизайнерский', 'Декор': 'Отсутствует', 'Назначение': 'Зал, Коридор, Кухня, Прихожая, Спальня, Столовая', 'Подходит для натяжного потолка': 'Да', 'Особенности продукта': 'Отсутствует', 'Функции': 'Отсутствует', 'Управление устройством': 'Настенный переключатель', 'Степень защиты от пыли и воды (IP)': 'IP20', 'Гарантия (лет)': '2', 'Марка': 'JLIGHT', 'Модель продукта': 'KIRA', 'Страна производства': 'Китай', 'Состав комплекта': 'упаковка, светильник, паспорт изделия'}]"
Лампа светодиодная Bellight E27 12 Вт 1000 Лм свет холодный белый,"https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18051914.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18051914_01.jpg","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18051914.jpg', 'path': 'full/c18f0bcfc3c11016c0c6b98da1e13347397a0b87.jpg', 'checksum': '53bab09499b36851db64fad0c8c2322c', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18051914_01.jpg', 'path': 'full/10932d9f3f1c55ae7ca6f9da8b70100bf16b5b75.jpg', 'checksum': '7e7c13b019cf1105cc7a0d2a9ea001f5', 'status': 'uptodate'}]","[{'Тип цоколя': 'E27', 'Мощность (Вт)': '12.0', 'Аналог лампы накаливания (Вт)': '95', 'Тип продукта': 'Лампочка', 'Технология': 'Светодиодный (LED)', 'Напряжение (В)': '220', 'Цвет освещения': 'Нейтральный белый', 'Температура цвета (в K)': '4000', 'Индекс цветопередачи (CRI)': '80', 'Максимальная площадь освещения (в м²)': '6.0', 'Световой поток (Лм)': '1000.0', 'Угол свечения (°)': '270.0', 'Управление устройством': 'Настенный переключатель', 'Особенности продукта': 'Отсутствует', 'Форма лампочки': 'Груша', 'Отделка стекла': 'Матовый', 'Основной материал': 'Пластик', 'Диаметр (мм)': '46.0', 'Гарантия (лет)': '2', 'Высота (мм)': '74.5', 'Срок службы (ч)': '25000.0', 'Максимальное количество включений / выключений': '10 000', 'Марка': 'BELLIGHT', 'Страна производства': 'Россия'}]"
Лампа светодиодная IEK C35 Свеча E14 7 Вт 4000К свет холодный белый,"https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81944922.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81944922_01.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81944922_02.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81944922_03.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81944922_04.jpg","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81944922.jpg', 'path': 'full/a7be730eb2878d581856e071457ab7389beb9251.jpg', 'checksum': '65c962d60e6a25ce2077255c426a5bbb', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81944922_01.jpg', 'path': 'full/9a0e1ba964011489dbfc7f0d5e2a0d5b0b4cb295.jpg', 'checksum': '77ec7f33185c7e308b6511dcfd2ce8f7', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81944922_02.jpg', 'path': 'full/77bd9dd333149a87c8dc43570cc1aca0b468a1f2.jpg', 'checksum': '85cc1fa9b9974af51e9eb36c9cf101ad', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81944922_03.jpg', 'path': 'full/348985c8bfcaf075ac58393a910582f58f8686ee.jpg', 'checksum': '2bed6d0a8c864860363b0469f146eff1', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81944922_04.jpg', 'path': 'full/d8c46d63a2fee46c8b1e32157399df8c537d02f0.jpg', 'checksum': '68134fe6832443cb3e2f662bcb802255', 'status': 'uptodate'}]","[{'Тип цоколя': 'E14', 'Мощность (Вт)': '7.0', 'Аналог лампы накаливания (Вт)': '60', 'Тип продукта': 'Лампочка', 'Технология': 'Светодиодный (LED)', 'Напряжение (В)': '220', 'Цвет освещения': 'Нейтральный белый', 'Температура цвета (в K)': '4000', 'Индекс цветопередачи (CRI)': 'не менее 70 Ra', 'Максимальная площадь освещения (в м²)': '2.0', 'Световой поток (Лм)': '630.0', 'Угол свечения (°)': '150.0', 'Управление устройством': 'Настенный переключатель', 'Особенности продукта': 'Отсутствует', 'Форма лампочки': 'Свеча', 'Отделка стекла': 'Матовый', 'Основной материал': 'Пластик', 'Диаметр (мм)': '37.0', 'Гарантия (лет)': '2', 'Высота (мм)': '98.0', 'Срок службы (ч)': '30000.0', 'Максимальное количество включений / выключений': '15000', 'Марка': 'IEK', 'Модель продукта': 'LLE-C35-7-230-40-E14', 'Страна производства': 'Китай'}]"
"Люстра потолочная Jlight Kira 3122/6C, 6 ламп, 18 м², цвет серый/черный","https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588702_tmp.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588702_tmp_01.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588702_tmp_02.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588702_tmp_03.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588702_tmp_04.jpg,https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588702_tmp_05.jpg","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588702_tmp.jpg', 'path': 'full/9faf7b5c902bec631c6531323ac232d5260ea424.jpg', 'checksum': '707588eb368205d4ee2016f0834af2d1', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588702_tmp_01.jpg', 'path': 'full/565caf0c9389b179997b6e0730db29111f5a4777.jpg', 'checksum': '42bffba8cd95fd2c5ed3163164f2eb3b', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588702_tmp_02.jpg', 'path': 'full/6d1b14731255a6f613b8f3535094536f5870f7e2.jpg', 'checksum': 'a99fafe277b90680bc665b8d27ea85d9', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588702_tmp_03.jpg', 'path': 'full/f0f39c5b2d8dc01c1afa101a0d4b8e7ee0752f96.jpg', 'checksum': 'ed65fd9e340b970ed72ddcb825627fb0', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588702_tmp_04.jpg', 'path': 'full/7e3689ef8c37ceef229256ce1cbae9e07d1fec0d.jpg', 'checksum': '158593b513ec76bf50ac886fbb4ccfcb', 'status': 'uptodate'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/84588702_tmp_05.jpg', 'path': 'full/592e4539d81e3dc113e0fc69b97dfa145ff99708.jpg', 'checksum': '5690be880d58f5c2e6568dc7e7777715', 'status': 'uptodate'}]","[{'Максимальная площадь освещения (в м²)': '18.0', 'Коллекция для публикации': 'KIRA', 'Тип крепления': 'Планка', 'Минимальный диаметр отверстия в потолке (в мм)': '50.0', 'Диаметр потолочной чашки (см)': '8.0', 'Габариты (ДхШхВ), см': '62.0×62.0×23.5', 'Высота (см)': '23.5', 'Подходит для низкого потолка (до 2,5 м)': 'Да', 'Ширина (см)': '62.0', 'Длина (см)': '62.0', 'Вес, кг': '2.4', 'Напряжение (В)': '220', 'Тип цоколя': 'E27', 'Совместимый тип лампы': 'Галогенный, Люминесцентный, Накаливания, Светодиодный (LED), Филаментный (LED)', 'Количество лампочек': '6', 'Форма подходящей лампочки': 'Груша, Свеча, Свеча на ветру, Спираль, Шар', 'Максимально допустимая мощность лампы (Вт)': '60', 'Количество плафонов или абажуров': '6', 'Направление плафона или абажура': 'В сторону', 'Регулировка направления плафона или абажура': 'Нет', 'Цвет плафонов/абажура': 'Серый', 'Основной материал': 'Металл', 'Материал конструкции': 'Металл', 'Цвет основания': 'Черный', 'Эффект материала основы': 'Глянцевый', 'Материал плафонов/абажура': 'Стекло', 'Стиль': 'Дизайнерский', 'Декор': 'Отсутствует', 'Назначение': 'Зал, Коридор, Кухня, Прихожая, Спальня, Столовая', 'Подходит для натяжного потолка': 'Да', 'Особенности продукта': 'Отсутствует', 'Функции': 'Отсутствует', 'Управление устройством': 'Настенный переключатель', 'Степень защиты от пыли и воды (IP)': 'IP20', 'Гарантия (лет)': '2', 'Марка': 'JLIGHT', 'Модель продукта': 'KIRA', 'Страна производства': 'Китай', 'Состав комплекта': 'упаковка, светильник, паспорт изделия'}]"
